Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"Sex Drive",2008,"Ian is a high school senior in suburban Chicago, plagued by being a virgin. Online he's inflated his resume, met Ms. Tasty, and agreed to drive to Knoxville where she promises sex. He steals his homophobic, macho brother's GTO, and, with his two best friends, Lance and Felicia, heads south. Every young woman who meets Lance, including Felicia, is attracted to him, as he practices his aptly learned ""Pick-Up Artist"" skills. Ian, on the other hand, is a decent guy who wouldn't mind if his friendship with Felicia became a romance. By the time they get to Knoxville, they have encountered a jealous boyfriend, a menacing hitchhiker, jail birds, carjackers, an Amish community, and Ian's better judgment.","A high school senior drives cross-country with his best friends to hook up with a babe he met online.",Action|Adventure|Comedy|Romance,tt1135985,109,SbTxO485zYo,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Sex-Drive-Movie-Poster.jpg,"Sean Anders","Sean Anders","Clark Duke|Josh Zuckerman"
"Seven Psychopaths",2012,"A struggling screenwriter (Colin Farrell) inadvertently becomes entangled in the Los Angeles criminal underworld after his friends (Christopher Walken and Sam Rockwell) kidnap a gangster's (Woody Harrelson) beloved Shih Tzu.","A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.",Action|Comedy|Crime,tt1931533,110,jsHR77oQKEY,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Seven-Psychopaths-Movie-Poster.jpg,"Martin McDonagh","Martin McDonagh","Colin Farrell|Sam Rockwell|Woody Harrelson"
"Seven Pounds",2008,"Haunted by a secret, Ben Thomas looks for redemption by radically transforming the lives of seven people he doesn't know. Once his plan is set, nothing will be able to stop him. At least that's what he thinks. But Ben hadn't planned on falling in love with one of these people and she's the one who will end up transforming him.","A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.",Action|Drama|Romance,tt0814314,123,SrReLxBqpjQ,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Seven-Pounds-Movie-Poster.jpg,"Gabriele Muccino","Grant Nieporte","Rosario Dawson|Will Smith|Woody Harrelson"
"Seve the Movie",2014,"Seve combines dramatic recreations with electrifying archive footage to tell his incredible rags to riches story; from humble beginnings on the beaches of Spain, where aged six he taught himself the game with a broken 3 iron strapped to a stick, to becoming world number one and the greatest golfer of a generation. Directed by John-Paul Davidson (Stephen Fry in America, Brazil with Michael Palin) and edited by Saska Simpson (The Three Kings, Paranormal Witness) with original score by Academy Award winner Stephen Warbeck (Shakespeare in Love), Seve is produced by Stephen Evans (Much Ado About Nothing, BAFTA nominated The Madness of King George and Confessions of a Dangerous Mind) with the full support of the Seve Ballesteros Foundation.","Despite being blocked at almost every turn in pursuit of the sport he loved, Seve Ballesteros fought against adversity to become the most spectacular and charismatic golfer to ever play the game.",Action|Drama|Sport,tt3149640,124,D0jA2fh3wp4,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Seve-the-Movie-Movie-Poster.jpg,"John-Paul Davidson","Tom Hodgson","José Luis Gutiérrez|José Navar|Tiger Woods"
Serenity,2005,"In the future, a spaceship called Serenity is harboring a passenger with a deadly secret. Six rebels on the run. An assassin in pursuit. When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an awesome action-packed battle between the relentless military might of a totalitarian regime who will destroy anything - or anyone - to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But, the greatest danger of all may be on their ship.","The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.",Action|Adventure|Sci-Fi|Thriller,tt0379786,119,AAL6qVciZMA,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Serenity-Movie-Poster.jpg,"Joss Whedon","Joss Whedon","Chiwetel Ejiofor|Gina Torres|Nathan Fillion"
Serendipity,2001,"Jonathan Trager and Sara Thomas met while shopping for gloves in New York. Though buying for their respective lovers, the magic was right and a night of Christmas shopping turned into romance. Jon wanted to explore things further but Sara wasn't sure their love was meant to be. They decided to test fate by splitting up and seeing if destiny brought them back together... Many years later, having lost each other that night, both are engaged to be married. Still, neither can shake the need to give fate one last chance to reunite them. Jon enlists the help of his best man to track down the girl he can't forget starting at the store where they met. Sara asks her new age musician fiance for a break before the wedding and, with her best friend in tow, flies from California to New York hoping destiny will bring her soulmate back. Near-misses and classic Shakespearean confusion bring the two close to meeting a number of times but fate will have the final word on whether it was meant to be.","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",Action|Comedy|Romance,tt0240890,90,ePU2Ux9JIMM,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Serendipity-Movie-Poster.jpg,"Peter Chelsom","Marc Klein","Jeremy Piven|John Cusack|Kate Beckinsale"
"Seraphim Falls",2006,"In the 1860s, five men have been tracking a sixth across Nevada for more than two weeks. They shoot and wound him, but he gets away. They pursue, led by the dour Carver, who will pay them each $1 a day once he's captured. The hunted is Gideon, resourceful, skilled with a knife. Gideon's flight and Carver's hunt require horses, water, and bullets. The course takes them past lone settlers, a wagon train, a rail crew, settlements, and an Indian philosopher. What is the reason for the hunt; what connects Gideon and Carver? What happened at Seraphim Falls?","At the end of the Civil War, a colonel hunts down a man with whom he has a grudge.",Action|Drama|Thriller|War|Western,tt0479537,115,VBM6qxWc8os,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Seraphim-Falls-Movie-Poster.jpg,"David Von Ancken","David Von Ancken","Anjelica Huston|Liam Neeson|Pierce Brosnan"
Selma,2014,"The unforgettable true story chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernay's ""Selma"" tells the story of how the revered leader and visionary Dr. Martin Luther King, Jr and his brothers and sisters in the movement prompted change that forever altered history.","A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",Action|Biography|Drama|History,tt1020072,128,x6t7vVTxaic,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Selma-Movie-Poster.jpg,"Ava DuVernay","Paul Webb","Carmen Ejogo|David Oyelowo|Tim Roth"
"Seeking Justice",2011,"In New Orleans, English teacher of the high school Rampart High, Will Gerard, and his wife, musician Laura Gerard, are in love with each other. One night, Laura leaves a rehearsal and is assaulted, while Will is playing chess with his friend Jimmy. Will is visiting her in hospital when, out of the blue, a stranger named Simon tells him that he belongs to an organization of vigilantes and offers to eliminate the assailant. In return, the organisation would want a favor from Will in the future. Will agrees, and the criminal is murdered. Six months later, Simon collects his debt with Will. He demands that Will kill Alan Marsh, a pedophile. Will accidentally kills Alan and soon he learns that the victim was an awarded journalist that was investigating the organization. Now he seeks evidences to prove his innocence but the network of the organization is powerful and is seeking Will out to eliminate him.","After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return.",Action|Crime|Drama|Mystery|Thriller,tt1214962,105,ZLNMbGc9O6I,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Seeking-Justice-Movie-Poster.jpg,"Roger Donaldson","Todd Hickey","January Jones|Nicolas Cage"
"Seeking a Friend for the End of the World",2012,"An asteroid named ""Matilda"" is on a collision course towards Earth and in three weeks the world will come to an absolute end. What would you do if your life and the world were doomed? One man decides to spend his time searching for his long lost love from high school during the coming catastrophe.","As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",Action|Adventure|Comedy|Drama|Romance,tt1307068,101,xaX9gs7IxYM,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Seeking-a-Friend-for-the-End-of-the-World-Movie-Poster.jpg,"Lorene Scafaria","Lorene Scafaria","Keira Knightley|Melanie Lynskey|Steve Carell"
"Seduced and Abandoned",2013,"SEDUCED AND ABANDONED combines acting legend Alec Baldwin with director James Toback as they lead us on a troublesome and often hilarious journey of raising financing for their next feature film. Moving from director to financier to star actor, the two players provide us with a unique look behind the curtain at the world's biggest and most glamourous film festival, shining a light on the bitter-sweet relationship filmmakers have with Cannes and the film business. Featuring insights from directors Martin Scorsese, 'Bernando Bertolucci' and Roman Polanski; actors Ryan Gosling and Jessica Chastain and a host of film distribution luminaries.","An exploration of several interconnected subjects: The Cannes Film Festival, cinema art, money, glamor and death.",Action|Documentary,tt2402179,98,yNqZjDqUOm0,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Seduced-and-Abandoned-Movie-Poster.jpg,"James Toback","James Toback","Alec Baldwin|James Toback|Jessica Chastain"
"Secret Window",2004,"Mort Rainey is a successful writer going through a rather unfriendly divorce from his wife of ten years, Amy. Alone and bitter in his cabin, he continues to work on his writing when a stranger named John Shooter shows up on his doorstep, claiming Rainey stole his story. Mort says he can prove the story belongs to him and not Shooter, but while Mort digs around for the magazine which published the story in question years ago, things begin to happen around Shooter. Mort's dog dies, people begin to die, and his divorce proceedings with Amy continue to get uglier. It seems that Shooter has Mort over a barrel, but perhaps Mort has his own ideas on how to resolve all the problems that plague him lately.","A writer is accused of plagiarism by a strange man, who then starts haunting him for &quot;justice.&quot;",Action|Drama|Mystery|Thriller,tt0363988,96,QboGT3v7c5A,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Secret-Window-Movie-Poster.jpg,"David Koepp","Stephen King","John Turturro|Johnny Depp|Maria Bello"
